,claim,topic,date_published,page_is_example,page_is_image_credit,page_is_archived,claim_label
989,"The Department of Justice (DOJ)'s switchboard is tallying ""Audit the Vote"" calls and if enough people call, 2016 election results can be overturned.            See Example(s)",politics,"Nov 22nd, 2016",False,False,False,false
990,"A phone number posted on a ""consumer watchdog"" site belongs to a college loan servicer.            See Example(s)",business,"Nov 22nd, 2016",False,False,False,false
991,"A phone number posted on a ""consumer watchdog"" site belongs to a college loan servicer.            See Example(s)",business,"Nov 22nd, 2016",False,True,False,false
992,The 'Podesta e-mails' revealed the existence of a secret society of pedophiles operating through a pizza place loosely connected to Clinton associate David Brock.            See Example(s),politics,"Nov 21st, 2016",True,False,False,false
993,The 'Podesta e-mails' revealed the existence of a secret society of pedophiles operating through a pizza place loosely connected to Clinton associate David Brock.            See Example(s),politics,"Nov 21st, 2016",False,False,False,false
994,The 'Podesta e-mails' revealed the existence of a secret society of pedophiles operating through a pizza place loosely connected to Clinton associate David Brock.            See Example(s),politics,"Nov 21st, 2016",False,False,True,false
995,A woman's IQ skyrocketed to an historic 220 after she drank sperm or semen for a year.            See Example(s),fake news,"Nov 21st, 2016",True,False,False,false
996,A woman's IQ skyrocketed to an historic 220 after she drank sperm or semen for a year.            See Example(s),fake news,"Nov 21st, 2016",False,False,True,false
997,A woman's IQ skyrocketed to an historic 220 after she drank sperm or semen for a year.            See Example(s),fake news,"Nov 21st, 2016",False,False,False,false
998,A woman's IQ skyrocketed to an historic 220 after she drank sperm or semen for a year.            See Example(s),fake news,"Nov 21st, 2016",False,True,False,false
999,"The producers of the Broadway musical ""Hamilton"" issued a casting call specifying ""non-white"" actors for auditions.            See Example(s)",politics,"Nov 21st, 2016",False,False,False,true
1000,"The producers of the Broadway musical ""Hamilton"" issued a casting call specifying ""non-white"" actors for auditions.            See Example(s)",politics,"Nov 21st, 2016",False,True,False,true
1001,House Speaker Paul Ryan is conducting a phone survey regarding experiences with the Affordable Care Act.            See Example(s),politics,"Nov 21st, 2016",False,False,False,true
1002,House Speaker Paul Ryan is conducting a phone survey regarding experiences with the Affordable Care Act.            See Example(s),politics,"Nov 21st, 2016",False,True,False,true
1003,Daily sea ice data from 1979 to the present show a record-breaking low amount of global sea ice coverage beginning around October 2016.,science,"Nov 21st, 2016",False,False,False,true
1004,"Hamilton' actor Brandon Victor Dixon sent a controversial tweet in 2012, uncovered after he delivered an on-stage speech to Vice President-Elect Mike Pence.",fauxtography,"Nov 21st, 2016",False,False,True,true
1005,"Hamilton' actor Brandon Victor Dixon sent a controversial tweet in 2012, uncovered after he delivered an on-stage speech to Vice President-Elect Mike Pence.",fauxtography,"Nov 21st, 2016",False,False,False,true
1006,"Melania Trump said that Native Americans upset about the Dakota Access Pipeline should ""go back to India"".",fake news,"Nov 21st, 2016",False,True,False,false
1007,A video showing an inconsolable protester wailing because a policeman popped her balloon.,politics,"Nov 20th, 2016",False,False,False,false
1008,"The term ""Black Friday"" originated with the practice of selling off slaves on the day after Thanksgiving.            See Example(s)",holidays,"Dec 1st, 2013",False,False,False,false
1009,Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.,science,"Nov 19th, 2016",False,False,False,false
1010,Donald Trump will legalize marijuana in all 50 states.,,"Nov 18th, 2016",False,False,False,false
1011,The European Union ordered reporters to not reporting whether a terrorist is Muslim.            See Example(s),political news,"Nov 18th, 2016",False,False,False,false
1012,The European Union ordered reporters to not reporting whether a terrorist is Muslim.            See Example(s),political news,"Nov 18th, 2016",False,True,False,false
1013,"Kid Rock was photographed wearing a t-shirt featuring an electoral map in which blue states are labeled ""Dumbfuckistan.""            See Example(s)",fauxtography,"Nov 18th, 2016",False,False,False,false
1014,"A photograph shows Donald Trump and Vladimir Putin on a billboard above the words ""Let's make the world great again — together.""",fauxtography,"Nov 18th, 2016",False,False,False,true
1015,"A photograph shows Donald Trump and Vladimir Putin on a billboard above the words ""Let's make the world great again — together.""",fauxtography,"Nov 18th, 2016",False,True,False,true
1016,"When the Germans ordered Jews in occupied Denmark to identify themselves by wearing armbands with yellow stars during World War II, King Christian X of Denmark and non-Jewish Danes thwarted the order by donning the armbands themselves.            See Example(s)",history,"Jul 5th, 2000",False,False,False,false
1017,"The characteristics of stereotypical millennial liberals make them less competitive, because they are in discord with the natural world.",science,"Nov 17th, 2016",False,False,False,false
1018,The Communist Party of the USA endorsed Hillary Clinton.            See Example(s),politics,"Nov 17th, 2016",True,False,False,false
1019,The Communist Party of the USA endorsed Hillary Clinton.            See Example(s),politics,"Nov 17th, 2016",False,False,False,false
1020,"Donald Trump announced plans to convert the USS Enterprise into a ""floating hotel and casino.""            See Example(s)",fake news,"Nov 17th, 2016",False,False,False,false
1021,"A Mexican supermarket chain is adding ""donations"" for a U.S.-Mexico border wall to its charges.            See Example(s)",political news,"Nov 17th, 2016",False,False,False,false
1022,"A Republican Senate candidate called on Melania Trump to ""sterilize"" the White House after the ""animals"" leave.            See Example(s)",,"Nov 16th, 2016",False,False,False,false
1023,A fervent Hillary Clinton supporter ran her husband down with an SUV because she found out he voted for Donald Trump.            See Example(s),fake news,"Nov 16th, 2016",False,False,True,false
1024,A fervent Hillary Clinton supporter ran her husband down with an SUV because she found out he voted for Donald Trump.            See Example(s),fake news,"Nov 16th, 2016",False,False,False,false
1025,"A new analysis of the residue on common American foods showed high levels of the herbicide glyphosate and Monsanto, the EPA, and the FDA are in cahoots to silence word of the chemical’s harmful effects and its high concentration in foods.            See Example(s)",medical,"Nov 16th, 2016",False,False,False,false
1026,A hunter from Michigan was nearly killed by a sexually voracious moose.            See Example(s),fake news,"Nov 16th, 2016",False,False,True,false
1027,Hillary Clinton threw a violent tantrum after losing the 2016 presidential election.,fake news,"Nov 15th, 2016",False,False,False,false
1028,Russian President Vladimir Putin issued an arrest warrant for George Soros.,fake news,"Nov 15th, 2016",False,False,False,false
1029,A photograph shows Lady Gaga being placed in a squad car after she tweeted a negative comment about Melania Trump.            See Example(s),fake news,"Nov 15th, 2016",False,False,False,false
1030,A photograph shows Lady Gaga being placed in a squad car after she tweeted a negative comment about Melania Trump.            See Example(s),fake news,"Nov 15th, 2016",False,False,True,false
1031,A photograph shows Lady Gaga being placed in a squad car after she tweeted a negative comment about Melania Trump.            See Example(s),fake news,"Nov 15th, 2016",False,True,False,false
1032,A photograph shows former president Bill Clinton sitting naked on a hotel bed.            See Example(s),,"Nov 15th, 2016",True,False,False,false
1033,A photograph shows former president Bill Clinton sitting naked on a hotel bed.            See Example(s),,"Nov 15th, 2016",False,False,False,false
1034,A video depicts angry Muslims in Western mall tearing down a Christmas tree because it offended them.            See Example(s),fauxtography,"Nov 15th, 2016",False,False,True,false
1035,A video depicts angry Muslims in Western mall tearing down a Christmas tree because it offended them.            See Example(s),fauxtography,"Nov 15th, 2016",False,False,False,false
